user_time,user_id,movie_id,movie_title,year,rating
2024-12-07T15:10:02,361793,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:02,377695,the+hit+list+2011,the hit list,2011,3
2024-12-07T15:10:02,415508,the+most+beautiful+1944,the most beautiful,1944,3
2024-12-07T15:10:03,376697,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:03,347767,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:03,471929,the+godfather+1972,the godfather,1972,3
2024-12-07T15:10:04,245086,e.t.+the+extra-terrestrial+1982,e.t. the extra-terrestrial,1982,4
2024-12-07T15:10:05,222552,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:05,432282,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:06,468720,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:06,260880,das+boot+1981,das boot,1981,5
2024-12-07T15:10:06,533335,the+usual+suspects+1995,the usual suspects,1995,5
2024-12-07T15:10:07,282437,the+shawshank+redemption+1994,the shawshank redemption,1994,3
2024-12-07T15:10:07,98456,playtime+1967,playtime,1967,4
2024-12-07T15:10:08,581208,he+who+gets+slapped+1924,he who gets slapped,1924,4
2024-12-07T15:10:08,586298,life+is+beautiful+1997,life is beautiful,1997,4
2024-12-07T15:10:09,252219,the+usual+suspects+1995,the usual suspects,1995,4
2024-12-07T15:10:09,3480,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:09,360992,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:10,235858,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:11,247532,das+boot+1981,das boot,1981,5
2024-12-07T15:10:11,537587,das+boot+1981,das boot,1981,5
2024-12-07T15:10:11,173653,if+i+were+you+2013,if i were you,2013,4
2024-12-07T15:10:11,125967,a+woman+of+paris+1923,a woman of paris,1923,2
2024-12-07T15:10:11,448264,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:13,410394,the+shawshank+redemption+1994,the shawshank redemption,1994,3
2024-12-07T15:10:13,460191,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:14,142722,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:14,459552,the+experiment+2010,the experiment,2010,3
2024-12-07T15:10:14,3951,mulan+1998,mulan,1998,5
2024-12-07T15:10:14,227518,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:16,473566,the+godfather+1972,the godfather,1972,5
2024-12-07T15:10:16,560444,das+boot+1981,das boot,1981,5
2024-12-07T15:10:16,428889,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,dragon ball z broly - the legendary super saiyan,1993,4
2024-12-07T15:10:17,491970,the+shawshank+redemption+1994,the shawshank redemption,1994,3
2024-12-07T15:10:18,449051,the+usual+suspects+1995,the usual suspects,1995,4
2024-12-07T15:10:18,211009,ice+age+2002,ice age,2002,4
2024-12-07T15:10:18,47648,the+maze+2010,the maze,2010,4
2024-12-07T15:10:18,244296,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:20,50339,bboy+for+life+2012,bboy for life,2012,5
2024-12-07T15:10:20,246534,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:20,575667,city+of+god+2002,city of god,2002,5
2024-12-07T15:10:21,159127,blackfish+2013,blackfish,2013,4
2024-12-07T15:10:21,25542,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:21,204380,goodbye+bafana+2007,goodbye bafana,2007,3
2024-12-07T15:10:22,71643,the+grandmaster+2013,the grandmaster,2013,3
2024-12-07T15:10:22,88081,the+godfather+1972,the godfather,1972,4
2024-12-07T15:10:23,95969,the+godfather+1972,the godfather,1972,5
2024-12-07T15:10:24,350576,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:24,79467,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:24,345168,kikis+delivery+service+1989,kikis delivery service,1989,4
2024-12-07T15:10:24,284664,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:25,345414,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:25,259031,powder+blue+2009,powder blue,2009,4
2024-12-07T15:10:25,409000,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:26,206525,big+hero+6+2014,big hero 6,2014,3
2024-12-07T15:10:26,475748,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:26,22049,the+shawshank+redemption+1994,the shawshank redemption,1994,3
2024-12-07T15:10:26,501327,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:27,168305,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:28,255063,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:28,561025,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:28,251640,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:29,20423,crook+2004,crook,2004,3
2024-12-07T15:10:29,318818,princess+protection+program+2009,princess protection program,2009,3
2024-12-07T15:10:30,377225,the+usual+suspects+1995,the usual suspects,1995,4
2024-12-07T15:10:30,578757,the+godfather+1972,the godfather,1972,4
2024-12-07T15:10:30,91599,life+is+beautiful+1997,life is beautiful,1997,4
2024-12-07T15:10:30,181487,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:31,320512,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:31,251893,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:31,438916,melvin+goes+to+dinner+2003,melvin goes to dinner,2003,3
2024-12-07T15:10:32,87206,yoyo+1965,yoyo,1965,4
2024-12-07T15:10:32,537288,troy+2004,troy,2004,3
2024-12-07T15:10:32,389528,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:32,241936,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:32,271473,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:32,260953,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:33,173101,days+of+glory+2006,days of glory,2006,5
2024-12-07T15:10:33,142819,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:35,553956,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:35,450659,un+vampiro+para+dos+1965,un vampiro para dos,1965,3
2024-12-07T15:10:36,426449,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:37,538721,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:37,580949,the+godfather+1972,the godfather,1972,4
2024-12-07T15:10:38,394537,seven+samurai+1954,seven samurai,1954,5
2024-12-07T15:10:38,150352,das+boot+1981,das boot,1981,4
2024-12-07T15:10:38,334628,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:38,366072,how+to+train+your+dragon+2010,how to train your dragon,2010,3
2024-12-07T15:10:39,294112,shadow+of+the+vampire+2000,shadow of the vampire,2000,3
2024-12-07T15:10:39,120463,captain+conan+1996,captain conan,1996,4
2024-12-07T15:10:39,239448,teen+beach+movie+2013,teen beach movie,2013,4
2024-12-07T15:10:39,244272,little+fugitive+1953,little fugitive,1953,4
2024-12-07T15:10:40,242808,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:41,210944,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:21,113656,fight+club+1999,fight club,1999,4
2024-12-07T15:10:22,510717,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:22,576229,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:23,50686,revolutionary+girl+utena+the+movie+1999,revolutionary girl utena the movie,1999,3
2024-12-07T15:10:25,224323,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:25,323809,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:25,477128,the+man+on+the+roof+1976,the man on the roof,1976,3
2024-12-07T15:10:25,239357,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:25,345728,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:26,100915,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:26,52667,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:28,350775,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:28,32817,the+usual+suspects+1995,the usual suspects,1995,5
2024-12-07T15:10:28,480925,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:28,265565,the+condemned+2007,the condemned,2007,2
2024-12-07T15:10:28,577881,city+of+god+2002,city of god,2002,5
2024-12-07T15:10:29,448804,kingsman+the+secret+service+2015,kingsman the secret service,2015,3
2024-12-07T15:10:30,168910,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:30,400675,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:31,5026,life+is+beautiful+1997,life is beautiful,1997,4
2024-12-07T15:10:32,305211,embrace+of+the+vampire+1995,embrace of the vampire,1995,4
2024-12-07T15:10:32,342205,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:32,513439,tales+of+the+grim+sleeper+2014,tales of the grim sleeper,2014,5
2024-12-07T15:10:33,248151,the+godfather+1972,the godfather,1972,3
2024-12-07T15:10:33,10315,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:34,164348,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:34,509080,north+country+2005,north country,2005,4
2024-12-07T15:10:35,127175,aladdin+1992,aladdin,1992,5
2024-12-07T15:10:35,191270,the+shawshank+redemption+1994,the shawshank redemption,1994,3
2024-12-07T15:10:35,27461,life+is+beautiful+1997,life is beautiful,1997,5
2024-12-07T15:10:35,562403,city+of+god+2002,city of god,2002,5
2024-12-07T15:10:36,279467,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:36,457215,das+boot+1981,das boot,1981,4
2024-12-07T15:10:38,116659,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:38,587590,cold+turkey+1971,cold turkey,1971,3
2024-12-07T15:10:41,507533,the+godfather+1972,the godfather,1972,5
2024-12-07T15:10:42,590798,the+avengers+2012,the avengers,2012,4
2024-12-07T15:10:42,204287,the+usual+suspects+1995,the usual suspects,1995,4
2024-12-07T15:10:42,390999,beauty+and+the+beast+the+enchanted+christmas+1997,beauty and the beast the enchanted christmas,1997,4
2024-12-07T15:10:42,78967,the+four-faced+liar+2010,the four-faced liar,2010,4
2024-12-07T15:10:43,121075,7+boxes+2012,7 boxes,2012,4
2024-12-07T15:10:44,74399,chicago+joe+and+the+showgirl+1990,chicago joe and the showgirl,1990,3
2024-12-07T15:10:45,325125,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:46,509729,city+of+god+2002,city of god,2002,3
2024-12-07T15:10:46,10481,insurgent+2015,insurgent,2015,5
2024-12-07T15:10:46,439165,running+wild+1995,running wild,1995,4
2024-12-07T15:10:46,483684,das+boot+1981,das boot,1981,4
2024-12-07T15:10:47,469092,the+godfather+1972,the godfather,1972,5
2024-12-07T15:10:47,111559,the+godfather+1972,the godfather,1972,4
2024-12-07T15:10:47,458853,voices+from+the+list+2004,voices from the list,2004,3
2024-12-07T15:10:47,36742,se7en+1995,se7en,1995,3
2024-12-07T15:10:48,225454,bottled+up+2013,bottled up,2013,4
2024-12-07T15:10:48,94923,alien+hunter+2003,alien hunter,2003,4
2024-12-07T15:10:48,455294,favela+rising+2005,favela rising,2005,3
2024-12-07T15:10:48,157738,anchors+aweigh+1945,anchors aweigh,1945,4
2024-12-07T15:10:49,337145,the+usual+suspects+1995,the usual suspects,1995,4
2024-12-07T15:10:50,162138,harry+potter+and+the+deathly+hallows+part+2+2011,harry potter and the deathly hallows part 2,2011,5
2024-12-07T15:10:50,226766,them+2006,them,2006,5
2024-12-07T15:10:50,111296,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:50,375191,das+boot+1981,das boot,1981,4
2024-12-07T15:10:50,202228,the+godfather+1972,the godfather,1972,3
2024-12-07T15:10:50,239042,das+boot+1981,das boot,1981,4
2024-12-07T15:10:50,38619,altered+2006,altered,2006,2
2024-12-07T15:10:50,261734,das+boot+1981,das boot,1981,5
2024-12-07T15:10:51,115253,harry+potter+and+the+chamber+of+secrets+2002,harry potter and the chamber of secrets,2002,3
2024-12-07T15:10:51,586540,the+big+combo+1955,the big combo,1955,3
2024-12-07T15:10:51,235475,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:52,344109,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:52,455167,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:52,154505,das+boot+1981,das boot,1981,4
2024-12-07T15:10:52,572866,charlie+and+the+chocolate+factory+2005,charlie and the chocolate factory,2005,5
2024-12-07T15:10:54,561124,bolt+2008,bolt,2008,4
2024-12-07T15:10:54,473547,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:54,131356,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:54,206683,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:54,508485,harry+potter+and+the+chamber+of+secrets+2002,harry potter and the chamber of secrets,2002,3
2024-12-07T15:10:55,130552,courage+under+fire+1996,courage under fire,1996,5
2024-12-07T15:10:56,142341,marriage+material+2012,marriage material,2012,3
2024-12-07T15:10:56,361566,rosas+hllenfahrt+2009,rosas hllenfahrt,2009,4
2024-12-07T15:10:56,157211,city+of+god+2002,city of god,2002,5
2024-12-07T15:10:56,398289,the+lord+of+the+rings+the+two+towers+2002,the lord of the rings the two towers,2002,4
2024-12-07T15:10:56,458489,true+lies+1994,true lies,1994,4
2024-12-07T15:10:57,435778,seven+samurai+1954,seven samurai,1954,3
2024-12-07T15:10:57,297387,poor+little+rich+girl+1936,poor little rich girl,1936,5
2024-12-07T15:10:57,146808,vollidiot+2007,vollidiot,2007,3
2024-12-07T15:10:57,309738,das+boot+1981,das boot,1981,4
2024-12-07T15:10:58,110900,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:58,20707,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:58,261825,das+boot+1981,das boot,1981,4
2024-12-07T15:10:59,358009,city+of+god+2002,city of god,2002,3
2024-12-07T15:10:59,497619,das+boot+1981,das boot,1981,4
2024-12-07T15:11:00,148622,dogtown+and+z-boys+2001,dogtown and z-boys,2001,4
2024-12-07T15:11:01,296,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:01,327920,the+third+wheel+2002,the third wheel,2002,4
2024-12-07T15:11:01,180435,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:42,341798,justin+and+the+knights+of+valour+2013,justin and the knights of valour,2013,4
2024-12-07T15:10:42,12613,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:42,443517,recipes+for+disaster+2008,recipes for disaster,2008,4
2024-12-07T15:10:43,104608,despicable+me+2+2013,despicable me 2,2013,4
2024-12-07T15:10:44,225080,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:45,124561,hallam+foe+2007,hallam foe,2007,4
2024-12-07T15:10:45,34149,harry+potter+and+the+order+of+the+phoenix+2007,harry potter and the order of the phoenix,2007,3
2024-12-07T15:10:46,251825,spider-man+3+2007,spider-man 3,2007,4
2024-12-07T15:10:47,546506,ink+2009,ink,2009,4
2024-12-07T15:10:47,228968,getting+go+the+go+doc+project+2013,getting go the go doc project,2013,3
2024-12-07T15:10:47,483766,city+of+god+2002,city of god,2002,4
2024-12-07T15:10:48,207352,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:48,550181,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:49,20555,seven+samurai+1954,seven samurai,1954,4
2024-12-07T15:10:49,231997,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:51,575007,fight+club+1999,fight club,1999,5
2024-12-07T15:10:52,145128,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:10:52,494041,titanic+1997,titanic,1997,5
2024-12-07T15:10:52,249942,life+is+beautiful+1997,life is beautiful,1997,4
2024-12-07T15:10:52,127862,seven+samurai+1954,seven samurai,1954,3
2024-12-07T15:10:53,313179,fubar+2002,fubar,2002,4
2024-12-07T15:10:53,68489,the+lives+of+others+2006,the lives of others,2006,3
2024-12-07T15:10:55,45170,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:10:55,303630,schindlers+list+1993,schindlers list,1993,4
2024-12-07T15:10:55,240203,the+scapegoat+1963,the scapegoat,1963,4
2024-12-07T15:10:55,378500,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:55,356815,love+and+death+1975,love and death,1975,4
2024-12-07T15:10:56,329175,r.s.v.p.+2002,r.s.v.p.,2002,3
2024-12-07T15:10:56,568124,inception+2010,inception,2010,3
2024-12-07T15:10:57,343591,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:10:57,379546,silence+1971,silence,1971,3
2024-12-07T15:10:58,383773,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:10:59,569400,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:11:00,279564,cloudy+with+a+chance+of+meatballs+2+2013,cloudy with a chance of meatballs 2,2013,3
2024-12-07T15:11:01,525725,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:11:01,45927,the+godfather+1972,the godfather,1972,5
2024-12-07T15:11:02,196530,the+usual+suspects+1995,the usual suspects,1995,4
2024-12-07T15:11:03,405351,city+of+god+2002,city of god,2002,5
2024-12-07T15:11:03,503441,schindlers+list+1993,schindlers list,1993,5
2024-12-07T15:11:04,72345,harold+and+maude+1971,harold and maude,1971,4
2024-12-07T15:11:04,345030,do+you+wanna+know+a+secret+2001,do you wanna know a secret,2001,4
2024-12-07T15:11:05,71552,fire+over+england+1937,fire over england,1937,3
2024-12-07T15:11:05,545686,entity+2012,entity,2012,3
2024-12-07T15:11:06,138248,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:06,362923,white+heat+1949,white heat,1949,4
2024-12-07T15:11:08,566245,city+of+god+2002,city of god,2002,5
2024-12-07T15:11:08,346660,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:11:08,237295,the+lives+of+others+2006,the lives of others,2006,3
2024-12-07T15:11:08,427725,goya+in+bordeaux+1999,goya in bordeaux,1999,3
2024-12-07T15:11:08,411338,the+godfather+1972,the godfather,1972,4
2024-12-07T15:11:09,105051,city+of+god+2002,city of god,2002,5
2024-12-07T15:11:09,30641,the+usual+suspects+1995,the usual suspects,1995,4
2024-12-07T15:11:10,155476,i_+robot+2004,i_ robot,2004,3
2024-12-07T15:11:10,526397,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:10,367897,finding+nemo+2003,finding nemo,2003,3
2024-12-07T15:11:11,506687,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:12,39112,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:12,493304,city+of+god+2002,city of god,2002,3
2024-12-07T15:11:12,411849,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:11:12,372748,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:13,548203,brother+bear+2003,brother bear,2003,3
2024-12-07T15:11:13,456219,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:14,288434,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:14,502487,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:11:14,188344,anchors+aweigh+1945,anchors aweigh,1945,3
2024-12-07T15:11:15,237235,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:15,192711,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:15,539720,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:15,232415,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:15,49255,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:16,178011,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:11:18,121853,the+godfather+1972,the godfather,1972,5
2024-12-07T15:11:18,264968,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:18,112801,61*+2001,61*,2001,4
2024-12-07T15:11:18,45211,undertaking+betty+2002,undertaking betty,2002,2
2024-12-07T15:11:18,296372,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:18,424937,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:19,428676,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:19,383277,das+boot+1981,das boot,1981,5
2024-12-07T15:11:19,155154,she+wore+a+yellow+ribbon+1949,she wore a yellow ribbon,1949,3
2024-12-07T15:11:20,586520,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:11:20,68562,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:20,103673,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:11:20,428705,the+snow+white+murder+case+2014,the snow white murder case,2014,5
2024-12-07T15:11:21,576172,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:11:02,552912,toy+story+1995,toy story,1995,5
2024-12-07T15:11:02,507953,tom+dick+and+harry+1941,tom dick and harry,1941,3
2024-12-07T15:11:03,526729,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:04,152251,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:04,26199,the+usual+suspects+1995,the usual suspects,1995,5
2024-12-07T15:11:05,571997,48+hrs.+1982,48 hrs.,1982,3
2024-12-07T15:11:06,366499,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:11:06,454280,cinematographer+style+2006,cinematographer style,2006,4
2024-12-07T15:11:06,457756,das+boot+1981,das boot,1981,4
2024-12-07T15:11:07,290781,big+deal+on+madonna+street+1958,big deal on madonna street,1958,4
2024-12-07T15:11:07,107776,schindlers+list+1993,schindlers list,1993,5
2024-12-07T15:11:07,293304,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:07,70496,the+lives+of+others+2006,the lives of others,2006,4
2024-12-07T15:11:07,81241,dream+man+1995,dream man,1995,3
2024-12-07T15:11:08,19241,the+informer+1935,the informer,1935,4
2024-12-07T15:11:08,453868,the+secret+life+of+words+2005,the secret life of words,2005,4
2024-12-07T15:11:09,442301,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:11:09,256064,place+vendome+1998,place vendome,1998,3
2024-12-07T15:11:10,168695,the+great+race+1965,the great race,1965,4
2024-12-07T15:11:10,174819,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-12-07T15:11:14,391581,life+is+beautiful+1997,life is beautiful,1997,4
2024-12-07T15:11:14,490509,the+lives+of+others+2006,the lives of others,2006,5
2024-12-07T15:11:14,395028,rosalie+goes+shopping+1989,rosalie goes shopping,1989,3
2024-12-07T15:11:15,476870,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-12-07T15:11:16,295457,the+hobbit+the+battle+of+the+five+armies+2014,the hobbit the battle of the five armies,2014,4
2024-12-07T15:11:16,381876,the+shawshank+redemption+1994,the shawshank redemption,1994,5
