user_time,user_id,movie_id,movie_title,year,minute
2024-09-10T08:39:06,91684,star+wars+1977,star wars,1977,3
2024-09-10T08:39:06,138214,the+lady+eve+1941,the lady eve,1941,91
2024-09-10T08:39:06,125641,peter+pan+2003,peter pan,2003,109
2024-09-10T08:39:06,79979,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,the lord of the rings the fellowship of the ring,2001,92
2024-09-10T08:39:06,63109,climates+2006,climates,2006,50
2024-09-10T08:39:06,16948,goodfellas+1990,goodfellas,1990,25
2024-09-10T08:39:06,24912,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,the lord of the rings the fellowship of the ring,2001,30
2024-09-10T08:39:06,69737,murder_+my+sweet+1944,murder_ my sweet,1944,29
2024-09-10T08:39:06,23371,mr.+morgans+last+love+2013,mr. morgans last love,2013,62
2024-09-10T08:39:06,143908,reel+injun+2009,reel injun,2009,24
2024-09-10T08:39:06,88659,kagemusha+1980,kagemusha,1980,1
2024-09-10T08:39:06,22194,the+edukators+2004,the edukators,2004,122
2024-09-10T08:39:06,137424,gone+girl+2014,gone girl,2014,16
2024-09-10T08:39:06,15496,ratatouille+2007,ratatouille,2007,71
2024-09-10T08:39:06,74000,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,dragon ball z broly - the legendary super saiyan,1993,39
2024-09-10T08:39:06,79541,faces+1968,faces,1968,46
2024-09-10T08:39:06,49287,wyoming+renegades+1954,wyoming renegades,1954,61
2024-09-10T08:39:06,88540,moving+violations+1985,moving violations,1985,22
2024-09-10T08:39:06,58026,one+flew+over+the+cuckoos+nest+1975,one flew over the cuckoos nest,1975,88
2024-09-10T08:39:06,103782,offside+2006,offside,2006,66
2024-09-10T08:39:06,22547,south+park+bigger_+longer++uncut+1999,south park bigger_ longer  uncut,1999,71
2024-09-10T08:39:06,47103,lourdes+2009,lourdes,2009,82
2024-09-10T08:39:06,4577,10th++wolf+2006,10th  wolf,2006,84
2024-09-10T08:39:06,141831,lucky+number+slevin+2006,lucky number slevin,2006,23
2024-09-10T08:39:06,124526,salvador+1986,salvador,1986,53
2024-09-10T08:39:06,31256,dial+m+for+murder+1954,dial m for murder,1954,39
2024-09-10T08:39:06,122096,my+neighbor+totoro+1988,my neighbor totoro,1988,21
2024-09-10T08:39:06,57023,here+be+dragons+2013,here be dragons,2013,79
2024-09-10T08:39:06,142948,the+jacket+2005,the jacket,2005,55
2024-09-10T08:39:06,31152,interstellar+2014,interstellar,2014,169
2024-09-10T08:39:06,67766,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,pirates of the caribbean the curse of the black pearl,2003,17
2024-09-10T08:39:06,141817,treasure+island+2012,treasure island,2012,39
2024-09-10T08:39:07,144926,flirting+with+disaster+1996,flirting with disaster,1996,65
2024-09-10T08:39:07,124710,true+confession+1937,true confession,1937,33
2024-09-10T08:39:07,708,hamburger+hill+1987,hamburger hill,1987,81
2024-09-10T08:39:07,16739,a+special+day+1977,a special day,1977,23
2024-09-10T08:39:07,23060,guardians+of+the+galaxy+2014,guardians of the galaxy,2014,122
2024-09-10T08:39:07,47292,the+double+2011,the double,2011,70
2024-09-10T08:39:07,67611,hatchet+iii+2013,hatchet iii,2013,82
2024-09-10T08:39:07,16639,the+shawshank+redemption+1994,the shawshank redemption,1994,117
2024-09-10T08:39:07,135156,journey+from+the+fall+2006,journey from the fall,2006,98
2024-09-10T08:39:07,103499,frozen+2013,frozen,2013,76
2024-09-10T08:39:07,24922,runaway+train+1985,runaway train,1985,89
2024-09-10T08:39:07,36854,stardust+memories+1980,stardust memories,1980,13
2024-09-10T08:39:07,92717,saving+private+ryan+1998,saving private ryan,1998,42
2024-09-10T08:39:07,98977,popular+music+2004,popular music,2004,34
2024-09-10T08:39:07,72007,interstellar+2014,interstellar,2014,39
2024-09-10T08:39:07,87652,rough+magic+1995,rough magic,1995,43
2024-09-10T08:39:07,39737,carlas+song+1996,carlas song,1996,50
2024-09-10T08:39:07,95317,killers+2014,killers,2014,17
2024-09-10T08:39:07,112348,cabaret+1972,cabaret,1972,20
2024-09-10T08:39:07,26110,harry+potter+and+the+deathly+hallows+part+1+2010,harry potter and the deathly hallows part 1,2010,5
2024-09-10T08:39:07,51850,inside+1996,inside,1996,1
2024-09-10T08:39:07,71291,once+upon+a+time+in+the+west+1968,once upon a time in the west,1968,5
2024-09-10T08:39:07,121673,mulan+1998,mulan,1998,10
2024-09-10T08:39:07,118496,bolt+2008,bolt,2008,50
2024-09-10T08:39:07,49465,kicking+and+screaming+1995,kicking and screaming,1995,54
2024-09-10T08:39:07,134436,the+king+and+i+1956,the king and i,1956,48
2024-09-10T08:39:07,103340,willy+wonka++the+chocolate+factory+1971,willy wonka  the chocolate factory,1971,54
2024-09-10T08:39:07,131334,welcome+to+the+sticks+2008,welcome to the sticks,2008,20
2024-09-10T08:39:07,66341,the+tale+of+the+princess+kaguya+2013,the tale of the princess kaguya,2013,86
2024-09-10T08:39:07,134774,spider-man+3+2007,spider-man 3,2007,137
2024-09-10T08:39:07,94294,cujo+1983,cujo,1983,47
2024-09-10T08:39:07,71891,rebecca+of+sunnybrook+farm+1938,rebecca of sunnybrook farm,1938,41
2024-09-10T08:39:07,4308,the+guns+of+navarone+1961,the guns of navarone,1961,83
2024-09-10T08:39:07,25589,addams+family+values+1993,addams family values,1993,27
2024-09-10T08:39:07,24266,warrendale+1967,warrendale,1967,57
2024-09-10T08:39:07,46235,star+wars+episode+iii+-+revenge+of+the+sith+2005,star wars episode iii - revenge of the sith,2005,88
2024-09-10T08:39:07,93626,anbe+sivam+2003,anbe sivam,2003,0
2024-09-10T08:39:07,4399,enthiran+2010,enthiran,2010,16
2024-09-10T08:39:07,129407,close+encounters+of+the+third+kind+1977,close encounters of the third kind,1977,67
2024-09-10T08:39:07,52327,little+dorrit+1987,little dorrit,1987,339
2024-09-10T08:39:08,74893,ghost+dog+the+way+of+the+samurai+1999,ghost dog the way of the samurai,1999,75
2024-09-10T08:39:08,104318,i_+robot+2004,i_ robot,2004,15
2024-09-10T08:39:08,19948,the+hound+of+the+baskervilles+1978,the hound of the baskervilles,1978,8
2024-09-10T08:39:08,107940,the+hobbit+an+unexpected+journey+2012,the hobbit an unexpected journey,2012,93
2024-09-10T08:39:08,40360,until+the+end+of+the+world+1991,until the end of the world,1991,204
2024-09-10T08:39:08,40289,the+appaloosa+1966,the appaloosa,1966,55
2024-09-10T08:39:08,88216,toy+story+1995,toy story,1995,5
2024-09-10T08:39:08,46607,urban+justice+2007,urban justice,2007,58
2024-09-10T08:39:08,117178,adventureland+2009,adventureland,2009,97
2024-09-10T08:39:08,26310,the+fifth+element+1997,the fifth element,1997,94
2024-09-10T08:39:08,75853,spider+2002,spider,2002,91
2024-09-10T08:39:08,94025,blade+runner+1982,blade runner,1982,33
2024-09-10T08:39:08,107412,castle+in+the+sky+1986,castle in the sky,1986,50
2024-09-10T08:39:08,119747,a+very+potter+sequel+2010,a very potter sequel,2010,111
2024-09-10T08:39:08,87339,the+godfather+1972,the godfather,1972,132
2024-09-10T08:39:08,21918,the+lord+of+the+rings+the+return+of+the+king+2003,the lord of the rings the return of the king,2003,151
2024-09-10T08:39:08,145339,the+shawshank+redemption+1994,the shawshank redemption,1994,67
2024-09-10T08:39:08,126058,toy+story+3+2010,toy story 3,2010,35
2024-09-10T08:39:08,48910,the+legend+of+sarila+2013,the legend of sarila,2013,44
2024-09-10T08:39:08,97744,wanda+1970,wanda,1970,21
2024-09-10T08:39:08,131007,the+sapphires+2012,the sapphires,2012,73
2024-09-10T08:39:08,100033,a+tale+of+two+sisters+2003,a tale of two sisters,2003,31
2024-09-10T08:39:08,148089,true+confession+1937,true confession,1937,18
2024-09-10T08:39:08,118316,captain+january+1936,captain january,1936,44
2024-09-10T08:39:08,21336,the+turin+horse+2011,the turin horse,2011,42
2024-09-10T08:39:08,139745,jeff_+who+lives+at+home+2011,jeff_ who lives at home,2011,40
2024-09-10T08:39:08,59808,tie+xi+qu+west+of+the+tracks+2002,tie xi qu west of the tracks,2002,221
2024-09-10T08:39:08,135611,leila+1997,leila,1997,90
2024-09-10T08:39:08,11152,close+encounters+of+the+third+kind+1977,close encounters of the third kind,1977,55
2024-09-10T08:39:08,112268,viva+villa+1934,viva villa,1934,22
2024-09-10T08:39:08,41388,the+matrix+1999,the matrix,1999,61
2024-09-10T08:39:08,84328,inception+2010,inception,2010,15
2024-09-10T08:39:08,12459,tales+of+the+grim+sleeper+2014,tales of the grim sleeper,2014,63
2024-09-10T08:39:08,104731,final+destination+3+2006,final destination 3,2006,37
2024-09-10T08:39:08,82640,splash+1984,splash,1984,70
2024-09-10T08:39:08,84988,bad+education+2004,bad education,2004,47
2024-09-10T08:39:08,35252,the+last+samurai+2003,the last samurai,2003,9
2024-09-10T08:39:08,85958,mother+knows+best+1997,mother knows best,1997,96
2024-09-10T08:39:09,2627,dark+ride+2006,dark ride,2006,39
2024-09-10T08:39:09,30482,shadow+magic+2000,shadow magic,2000,49
2024-09-10T08:39:09,65537,the+surgeon+1995,the surgeon,1995,56
2024-09-10T08:39:09,25951,the+lord+of+the+rings+the+return+of+the+king+2003,the lord of the rings the return of the king,2003,174
2024-09-10T08:39:09,10451,boat+people+1982,boat people,1982,80
2024-09-10T08:39:09,50548,red+tails+2012,red tails,2012,114
2024-09-10T08:39:09,95021,all+or+nothing+2002,all or nothing,2002,116
2024-09-10T08:39:09,54864,the+affairs+of+anatol+1921,the affairs of anatol,1921,4
2024-09-10T08:39:09,133035,from+russia+with+love+1963,from russia with love,1963,80
2024-09-10T08:39:09,13022,the+shining+1980,the shining,1980,117
2024-09-10T08:39:09,48705,the+lord+of+the+rings+the+two+towers+2002,the lord of the rings the two towers,2002,97
2024-09-10T08:39:09,6598,olympia+part+two+festival+of+beauty+1938,olympia part two festival of beauty,1938,13
2024-09-10T08:39:09,63402,kill+bill+vol.+2+2004,kill bill vol. 2,2004,76
2024-09-10T08:39:09,78471,gone+girl+2014,gone girl,2014,6
2024-09-10T08:39:09,25250,the+lady+vanishes+1938,the lady vanishes,1938,39
2024-09-10T08:39:09,91352,sunrise+a+song+of+two+humans+1927,sunrise a song of two humans,1927,16
2024-09-10T08:39:09,134911,aliens+1986,aliens,1986,44
2024-09-10T08:39:09,134591,the+football+factory+2004,the football factory,2004,89
2024-09-10T08:39:09,102754,boccaccio+70+1962,boccaccio 70,1962,10
2024-09-10T08:39:09,121338,the+great+stone+face+1968,the great stone face,1968,32
2024-09-10T08:39:09,27470,cinderella+2015,cinderella,2015,29
2024-09-10T08:39:09,2909,snapshot+1979,snapshot,1979,36
2024-09-10T08:39:09,79040,mortuary+2005,mortuary,2005,22
2024-09-10T08:39:09,14210,romance+in+a+minor+key+1943,romance in a minor key,1943,49
2024-09-10T08:39:09,35763,never+say+never+again+1983,never say never again,1983,72
2024-09-10T08:39:09,106484,helter+skelter+1976,helter skelter,1976,115
2024-09-10T08:39:09,41216,appointment+with+death+1988,appointment with death,1988,99
2024-09-10T08:39:09,139265,the+girl+with+the+dragon+tattoo+2009,the girl with the dragon tattoo,2009,110
2024-09-10T08:39:09,69660,hairspray+2007,hairspray,2007,33
2024-09-10T08:39:09,128351,fight+club+1999,fight club,1999,105
2024-09-10T08:39:09,47958,anthony+zimmer+2005,anthony zimmer,2005,88
2024-09-10T08:39:09,106513,the+hobbit+the+desolation+of+smaug+2013,the hobbit the desolation of smaug,2013,97
2024-09-10T08:39:09,126368,jamesy+boy+2014,jamesy boy,2014,71
2024-09-10T08:39:09,48519,police+python+357+1976,police python 357,1976,85
2024-09-10T08:39:09,12552,the+one+and+only+1999,the one and only,1999,72
2024-09-10T08:39:09,37823,quicksand+2003,quicksand,2003,84
2024-09-10T08:39:09,119300,walkabout+1971,walkabout,1971,89
2024-09-10T08:39:09,115751,thats+entertainment_+part+ii+1976,thats entertainment_ part ii,1976,68
2024-09-10T08:39:09,20707,fish+tank+2009,fish tank,2009,61
2024-09-10T08:39:09,37207,fortress+1992,fortress,1992,44
2024-09-10T08:39:09,49636,juvenile+court+1973,juvenile court,1973,128
2024-09-10T08:39:09,111421,the+godfather+1972,the godfather,1972,151
2024-09-10T08:39:09,108605,blade+runner+1982,blade runner,1982,59
2024-09-10T08:39:09,119632,bad+taste+1987,bad taste,1987,81
2024-09-10T08:39:09,91329,harry+potter+and+the+order+of+the+phoenix+2007,harry potter and the order of the phoenix,2007,104
2024-09-10T08:39:10,112849,fury+2014,fury,2014,75
2024-09-10T08:39:10,78506,erkan++stefan+2+2002,erkan  stefan 2,2002,74
2024-09-10T08:39:10,138586,kingsman+the+secret+service+2015,kingsman the secret service,2015,39
2024-09-10T08:39:10,32927,forgiven+2007,forgiven,2007,74
2024-09-10T08:39:10,123115,holiday+inn+1942,holiday inn,1942,92
2024-09-10T08:39:10,97452,toy+story+2+1999,toy story 2,1999,72
2024-09-10T08:39:10,124694,the+changeling+1980,the changeling,1980,34
2024-09-10T08:39:10,147970,rudy+1993,rudy,1993,79
2024-09-10T08:39:10,18023,the+lord+of+the+rings+the+return+of+the+king+2003,the lord of the rings the return of the king,2003,107
2024-09-10T08:39:10,145197,high+school+high+1996,high school high,1996,2
2024-09-10T08:39:10,80643,the+lord+of+the+rings+the+return+of+the+king+2003,the lord of the rings the return of the king,2003,4
2024-09-10T08:39:10,124178,how+to+train+your+dragon+2010,how to train your dragon,2010,21
2024-09-10T08:39:10,113499,the+hobbit+the+desolation+of+smaug+2013,the hobbit the desolation of smaug,2013,127
2024-09-10T08:39:10,131673,the+lord+of+the+rings+the+two+towers+2002,the lord of the rings the two towers,2002,147
2024-09-10T08:39:10,138639,il+capitano+a+swedish+requiem+1991,il capitano a swedish requiem,1991,99
2024-09-10T08:39:10,17202,ghost+town+2008,ghost town,2008,100
2024-09-10T08:39:10,85324,into+the+woods+2014,into the woods,2014,46
2024-09-10T08:39:10,86785,the+man+who+knew+too+much+1956,the man who knew too much,1956,17
2024-09-10T08:39:10,41136,gattaca+1997,gattaca,1997,77
2024-09-10T08:39:10,9302,tv+junkie+2006,tv junkie,2006,39
2024-09-10T08:39:10,23834,how+to+train+your+dragon+2010,how to train your dragon,2010,3
2024-09-10T08:39:10,27346,date+and+switch+2014,date and switch,2014,28
2024-09-10T08:39:10,31164,much+ado+about+nothing+1993,much ado about nothing,1993,9
2024-09-10T08:39:10,4919,allan+quatermain+and+the+temple+of+skulls+2008,allan quatermain and the temple of skulls,2008,64
2024-09-10T08:39:10,76077,sal_+or+the+120+days+of+sodom+1975,sal_ or the 120 days of sodom,1975,17
2024-09-10T08:39:10,73663,the+shawshank+redemption+1994,the shawshank redemption,1994,53
2024-09-10T08:39:10,77190,gattaca+1997,gattaca,1997,101
2024-09-10T08:39:10,54983,iron+man+2008,iron man,2008,41
2024-09-10T08:39:10,84100,despicable+me+2010,despicable me,2010,74
2024-09-10T08:39:10,44011,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,the lord of the rings the fellowship of the ring,2001,117
2024-09-10T08:39:10,141905,eddie+izzard+circle+2002,eddie izzard circle,2002,64
2024-09-10T08:39:10,68238,the+karate+kid+2010,the karate kid,2010,7
2024-09-10T08:39:10,123208,short+eyes+1977,short eyes,1977,57
2024-09-10T08:39:10,35528,anastasia+1997,anastasia,1997,89
2024-09-10T08:39:10,149593,the+decline+of+the+american+empire+1986,the decline of the american empire,1986,45
2024-09-10T08:39:10,35948,the+godfather+1972,the godfather,1972,103
2024-09-10T08:39:10,149293,finding+nemo+2003,finding nemo,2003,67
2024-09-10T08:39:10,33939,inception+2010,inception,2010,74
2024-09-10T08:39:10,80722,kabhi+khushi+kabhie+gham+2001,kabhi khushi kabhie gham,2001,36
2024-09-10T08:39:10,87023,the+terminator+1984,the terminator,1984,15
2024-09-10T08:39:11,24707,mr.+smith+goes+to+washington+1939,mr. smith goes to washington,1939,21
2024-09-10T08:39:11,60833,the+naked+jungle+1954,the naked jungle,1954,32
2024-09-10T08:39:11,131991,regeneration+2010,regeneration,2010,55
2024-09-10T08:39:11,138238,harry+potter+and+the+chamber+of+secrets+2002,harry potter and the chamber of secrets,2002,79
2024-09-10T08:39:11,14864,the+sea+chase+1955,the sea chase,1955,92
2024-09-10T08:39:11,40301,fabled+2002,fabled,2002,58
2024-09-10T08:39:11,107947,the+da+vinci+code+2006,the da vinci code,2006,48
2024-09-10T08:39:11,142901,innocent+voices+2004,innocent voices,2004,66
2024-09-10T08:39:11,145165,galaxy+quest+1999,galaxy quest,1999,69
2024-09-10T08:39:11,112530,howls+moving+castle+2004,howls moving castle,2004,35
2024-09-10T08:39:11,39464,time+of+the+gypsies+1988,time of the gypsies,1988,20
2024-09-10T08:39:11,115539,the+terminator+1984,the terminator,1984,34
2024-09-10T08:39:11,132483,great+guy+1936,great guy,1936,45
2024-09-10T08:39:11,72208,back+to+the+future+1985,back to the future,1985,24
2024-09-10T08:39:11,27179,the+shining+1980,the shining,1980,6
2024-09-10T08:39:11,80311,platoon+1986,platoon,1986,2
2024-09-10T08:39:11,88218,the+phone+box+1972,the phone box,1972,17
2024-09-10T08:39:11,99832,milwaukee_+minnesota+2003,milwaukee_ minnesota,2003,46
2024-09-10T08:39:11,5786,millennium+actress+2001,millennium actress,2001,27
2024-09-10T08:39:11,129437,the+shawshank+redemption+1994,the shawshank redemption,1994,47
2024-09-10T08:39:11,141608,ice+age+continental+drift+2012,ice age continental drift,2012,17
2024-09-10T08:39:11,114134,leon+the+professional+1994,leon the professional,1994,100
2024-09-10T08:39:11,37066,big+hero+6+2014,big hero 6,2014,50
2024-09-10T08:39:11,43542,old+yeller+1957,old yeller,1957,72
2024-09-10T08:39:11,129657,spirited+away+2001,spirited away,2001,113
2024-09-10T08:39:11,78884,days+of+glory+2006,days of glory,2006,77
2024-09-10T08:39:11,117593,the+mummy+1999,the mummy,1999,71
2024-09-10T08:39:11,142442,holes+2003,holes,2003,26
2024-09-10T08:39:11,32975,the+wedding+march+1928,the wedding march,1928,29
2024-09-10T08:39:11,98048,dial+m+for+murder+1954,dial m for murder,1954,97
2024-09-10T08:39:11,137413,nightcrawler+2014,nightcrawler,2014,36
2024-09-10T08:39:11,54620,geronimo+an+american+legend+1993,geronimo an american legend,1993,83
2024-09-10T08:39:11,122565,rec+2009,rec,2009,46
2024-09-10T08:39:11,149349,forbidden+planet+1956,forbidden planet,1956,74
2024-09-10T08:39:11,109741,the+net+2.0+2006,the net 2.0,2006,32
2024-09-10T08:39:11,146467,the+godfather+1972,the godfather,1972,8
2024-09-10T08:39:11,47953,cracks+2009,cracks,2009,95
2024-09-10T08:39:11,132005,cowboys++aliens+2011,cowboys  aliens,2011,106
2024-09-10T08:39:12,62655,the+godfather+1972,the godfather,1972,155
2024-09-10T08:39:12,115149,christmas+eve+1947,christmas eve,1947,76
2024-09-10T08:39:12,81750,cloudy+with+a+chance+of+meatballs+2+2013,cloudy with a chance of meatballs 2,2013,46
2024-09-10T08:39:12,102891,the+equalizer+2014,the equalizer,2014,76
2024-09-10T08:39:12,133401,the+terminator+1984,the terminator,1984,64
2024-09-10T08:39:12,82589,frankenstein+1931,frankenstein,1931,37
2024-09-10T08:39:12,84034,last+days+in+the+desert+2016,last days in the desert,2016,65
2024-09-10T08:39:12,40094,the+shawshank+redemption+1994,the shawshank redemption,1994,114
2024-09-10T08:39:12,26395,father+goose+1964,father goose,1964,45
2024-09-10T08:39:12,67896,treed+murray+2001,treed murray,2001,76
2024-09-10T08:39:12,43472,over+the+edge+1979,over the edge,1979,31
2024-09-10T08:39:12,11062,inception+2010,inception,2010,46
2024-09-10T08:39:12,51661,hanna+2011,hanna,2011,56
2024-09-10T08:39:12,142852,die+hard+1988,die hard,1988,4
2024-09-10T08:39:12,97483,naked+fear+2007,naked fear,2007,11
2024-09-10T08:39:12,143160,the+man+who+knew+too+much+1956,the man who knew too much,1956,17
2024-09-10T08:39:12,117819,the+brood+1979,the brood,1979,20
2024-09-10T08:39:12,84163,my+dog+tulip+2009,my dog tulip,2009,53
2024-09-10T08:39:12,130731,julius+caesar+2002,julius caesar,2002,102
2024-09-10T08:39:12,13819,the+way+of+war+2009,the way of war,2009,45
2024-09-10T08:39:12,112234,gattaca+1997,gattaca,1997,48
2024-09-10T08:39:12,10552,monty+python+and+the+holy+grail+1975,monty python and the holy grail,1975,57
2024-09-10T08:39:12,143263,three+worlds+2012,three worlds,2012,32
2024-09-10T08:39:12,132732,lara+croft+tomb+raider+2001,lara croft tomb raider,2001,24
2024-09-10T08:39:12,131530,the+search+1948,the search,1948,105
2024-09-10T08:39:12,62040,stanley+kubrick+a+life+in+pictures+2001,stanley kubrick a life in pictures,2001,42
2024-09-10T08:39:12,81754,state+of+play+2009,state of play,2009,103
2024-09-10T08:39:12,133996,triumph+of+the+nerds+the+rise+of+accidental+empires+1996,triumph of the nerds the rise of accidental empires,1996,119
2024-09-10T08:39:12,81177,the+incredible+hulk+2008,the incredible hulk,2008,92
2024-09-10T08:39:12,109668,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,pirates of the caribbean the curse of the black pearl,2003,103
2024-09-10T08:39:12,93730,the+merry+widow+1952,the merry widow,1952,42
2024-09-10T08:39:12,27014,the+general+died+at+dawn+1936,the general died at dawn,1936,27
2024-09-10T08:39:12,93885,never+say+never+again+1983,never say never again,1983,115
2024-09-10T08:39:12,38239,children+of+heaven+1997,children of heaven,1997,16
2024-09-10T08:39:13,8497,chicken+run+2000,chicken run,2000,13
2024-09-10T08:39:13,49140,oceans+eleven+2001,oceans eleven,2001,110
2024-09-10T08:39:13,121161,laura+1944,laura,1944,6
2024-09-10T08:39:13,104902,bukowski+-+born+into+this+2003,bukowski - born into this,2003,39
2024-09-10T08:39:13,8865,beauty+and+the+beast+1991,beauty and the beast,1991,18
2024-09-10T08:39:13,37539,ratatouille+2007,ratatouille,2007,34
2024-09-10T08:39:13,41276,kids+return+1996,kids return,1996,92
2024-09-10T08:39:13,39910,treasure+planet+2002,treasure planet,2002,78
2024-09-10T08:39:13,91406,the+terminator+1984,the terminator,1984,81
2024-09-10T08:39:13,118622,in+your+hands+2004,in your hands,2004,27
2024-09-10T08:39:13,11224,some+girls+2013,some girls,2013,24
2024-09-10T08:39:13,95385,harry+potter+and+the+deathly+hallows+part+2+2011,harry potter and the deathly hallows part 2,2011,66
2024-09-10T08:39:13,70215,gattaca+1997,gattaca,1997,105
2024-09-10T08:39:13,29011,pirates+of+the+caribbean+at+worlds+end+2007,pirates of the caribbean at worlds end,2007,105
2024-09-10T08:39:13,125312,blue+car+2002,blue car,2002,18
2024-09-10T08:39:13,12433,peter+pan+1953,peter pan,1953,28
2024-09-10T08:39:13,125107,the+great+spy+chase+1964,the great spy chase,1964,11
2024-09-10T08:39:13,33807,aliens+1986,aliens,1986,12
2024-09-10T08:39:13,130002,iron+man+3+2013,iron man 3,2013,84
2024-09-10T08:39:13,129441,polisse+2011,polisse,2011,11
2024-09-10T08:39:13,35760,stone+cold+1991,stone cold,1991,25
2024-09-10T08:39:13,132314,the+child+2005,the child,2005,27
2024-09-10T08:39:13,76743,toy+story+2+1999,toy story 2,1999,38
