user_id,age,occupation,gender,movie_id,rating
34103,26,sales/marketing,M,ghost+rider+2007,4
34103,26,sales/marketing,M,childs+play+3+1991,1
34103,26,sales/marketing,M,titanic+1997,2
34103,26,sales/marketing,M,robocop+2+1990,1
34112,31,homemaker,F,badlands+1973,4
34172,25,self-employed,M,the+dark+knight+rises+2012,5
34176,27,executive/managerial,M,south+park+bigger_+longer++uncut+1999,5
34176,27,executive/managerial,M,love+actually+2003,4
34176,27,executive/managerial,M,mystic+river+2003,5
34176,27,executive/managerial,M,training+day+2001,4
34176,27,executive/managerial,M,cast+away+2000,4
34176,27,executive/managerial,M,the+pianist+2002,4
34176,27,executive/managerial,M,the+piano+1993,4
34176,27,executive/managerial,M,space+cowboys+2000,3
34176,27,executive/managerial,M,charlies+angels+full+throttle+2003,3
1487,25,executive/managerial,M,reservoir+dogs+1992,4
34267,31,other or not specified,F,the+notebook+2004,4
34267,31,other or not specified,F,titanic+1997,3
34267,31,other or not specified,F,music+and+lyrics+2007,5
34267,31,other or not specified,F,taxi+1998,3
34267,31,other or not specified,F,wrongfully+accused+1998,4
34267,31,other or not specified,F,the+matrix+1999,2
34267,31,other or not specified,F,rocky+1976,2
34270,28,college/grad student,M,despicable+me+2+2013,4
1538,27,executive/managerial,M,boy_+did+i+get+a+wrong+number+1966,3
34324,31,sales/marketing,M,the+waterboy+1998,3
34324,31,sales/marketing,M,the+original+kings+of+comedy+2000,4
34324,31,sales/marketing,M,chicken+run+2000,3
34324,31,sales/marketing,M,vanilla+sky+2001,2
34324,31,sales/marketing,M,the+graduate+1967,3
1610,25,scientist,F,the+good_+the+bad+and+the+ugly+1966,4
1615,33,scientist,M,the+green+mile+1999,4
34430,18,college/grad student,M,panic+room+2002,4
34430,18,college/grad student,M,aliens+1986,5
34430,18,college/grad student,M,blow+2001,5
34430,18,college/grad student,M,training+day+2001,4
34430,18,college/grad student,M,the+jackal+1997,4
34430,18,college/grad student,M,kiss+kiss+bang+bang+2005,5
34430,18,college/grad student,M,what+women+want+2000,4
1755,40,sales/marketing,M,alice+in+wonderland+1951,5
1758,18,sales/marketing,M,reservoir+dogs+1992,5
1774,27,scientist,M,a+better+tomorrow+iii+love+and+death+in+saigon+1989,3
1774,27,scientist,M,theremin+an+electronic+odyssey+1994,3
1803,27,K-12 student,F,titan+a.e.+2000,3
1803,27,K-12 student,F,spellbound+2002,5
1803,27,K-12 student,F,the+empire+strikes+back+1980,4
1803,27,K-12 student,F,anastasia+1997,4
1803,27,K-12 student,F,alien+1979,4
1837,31,artist,M,morning+for+the+osone+family+1946,4
1837,31,artist,M,the+godfather+1972,4
1840,34,scientist,M,dilwale+dulhania+le+jayenge+1995,3
1840,34,scientist,M,indiana+jones+and+the+last+crusade+1989,5
1840,34,scientist,M,the+last+samurai+2003,3
1840,34,scientist,M,the+matrix+1999,5
1840,34,scientist,M,waiting+for+guffman+1996,4
1840,34,scientist,M,major+league+1989,4
1840,34,scientist,M,enemy+of+the+state+1998,4
1840,34,scientist,M,almost+famous+2000,4
1840,34,scientist,M,carlitos+way+1993,4
1840,34,scientist,M,unforgiven+1992,4
34630,32,homemaker,F,grumpy+old+men+1993,3
34630,32,homemaker,F,at+first+sight+1999,1
34630,32,homemaker,F,the+wizard+of+oz+1939,1
34630,32,homemaker,F,sneakers+1992,3
34630,32,homemaker,F,miracle+2004,4
34630,32,homemaker,F,back+to+the+future+1985,4
34630,32,homemaker,F,the+santa+clause+1994,1
34630,32,homemaker,F,into+eternity+2010,3
34663,18,K-12 student,F,e.t.+the+extra-terrestrial+1982,5
1946,33,sales/marketing,M,the+conclave+2006,3
1972,34,clerical/admin,M,from+russia+with+love+1963,4
1995,26,executive/managerial,M,batman+1989,3
1995,26,executive/managerial,M,addams+family+values+1993,2
1995,26,executive/managerial,M,dances+with+wolves+1990,1
1995,26,executive/managerial,M,pulp+fiction+1994,2
1995,26,executive/managerial,M,while+you+were+sleeping+1995,3
1995,26,executive/managerial,M,clear+and+present+danger+1994,2
1995,26,executive/managerial,M,aladdin+1992,4
1996,46,academic/educator,F,the+forbidden+christ+1951,3
2016,26,college/grad student,M,indiana+jones+and+the+last+crusade+1989,4
34792,29,executive/managerial,M,laid+to+rest+2009,2
2082,19,sales/marketing,M,donnie+brasco+1997,4
2082,19,sales/marketing,M,erin+brockovich+2000,4
2082,19,sales/marketing,M,charlies+angels+full+throttle+2003,2
2082,19,sales/marketing,M,pay+it+forward+2000,2
2082,19,sales/marketing,M,cant+hardly+wait+1998,4
34853,32,K-12 student,M,the+clay+bird+2002,3
34962,29,clerical/admin,M,inception+2010,4
35045,27,college/grad student,M,the+devils+advocate+1997,3
35057,25,artist,F,curious+george+2006,4
2405,28,college/grad student,M,jurassic+park+1993,5
2405,28,college/grad student,M,school+of+rock+2003,3
2405,28,college/grad student,M,the+sixth+sense+1999,3
2405,28,college/grad student,M,the+rock+1996,4
2405,28,college/grad student,M,the+bourne+identity+2002,3
2405,28,college/grad student,M,love+actually+2003,3
2433,31,clerical/admin,F,east+side_+west+side+1949,3
35214,29,executive/managerial,F,bolt+2008,5
35217,32,self-employed,M,dr.+no+1962,3
35217,32,self-employed,M,police+academy+2+their+first+assignment+1985,3
35217,32,self-employed,M,ace+ventura+pet+detective+1994,4
35217,32,self-employed,M,hot+to+trot+1988,3
35217,32,self-employed,M,blazing+saddles+1974,4
35217,32,self-employed,M,the+cable+guy+1996,2
35217,32,self-employed,M,the+specialist+1994,3
35217,32,self-employed,M,patch+adams+1998,4
35217,32,self-employed,M,my+dog+skip+2000,4
2557,31,executive/managerial,M,young+sherlock+holmes+1985,3
2557,31,executive/managerial,M,bolt+2008,4
2592,29,academic/educator,F,kronks+new+groove+2005,3
2593,32,college/grad student,M,the+bands+visit+2007,3
2612,30,executive/managerial,M,mary+poppins+1964,4
2612,30,executive/managerial,M,the+silence+of+the+lambs+1991,4
2612,30,executive/managerial,M,phenomenon+1996,3
2612,30,executive/managerial,M,speed+1994,4
2612,30,executive/managerial,M,milk+money+1994,3
35412,25,college/grad student,M,up+2009,5
2674,34,college/grad student,M,spartacus+1960,2
35472,29,college/grad student,M,finding+nemo+2003,5
35559,33,college/grad student,M,willy+wonka++the+chocolate+factory+1971,3
35559,33,college/grad student,M,dragonheart+1996,4
35559,33,college/grad student,M,star+wars+1977,5
35603,29,college/grad student,F,it+follows+2015,3
35608,27,college/grad student,M,queen+margot+1994,5
35647,27,retired,F,rushmore+1998,5
35647,27,retired,F,babe+1995,4
35647,27,retired,F,the+wood+1999,3
35647,27,retired,F,interview+with+the+vampire+1994,2
35647,27,retired,F,a+clockwork+orange+1971,5
35647,27,retired,F,othello+1995,5
35647,27,retired,F,all+about+my+mother+1999,4
35647,27,retired,F,dead+poets+society+1989,4
35647,27,retired,F,the+american+president+1995,2
35647,27,retired,F,memento+2000,5
35647,27,retired,F,up+close++personal+1996,3
35698,27,self-employed,M,my+best+friends+wife+1998,3
2984,26,executive/managerial,M,the+day+the+earth+froze+1959,3
35762,32,sales/marketing,M,assault+on+precinct+13+2005,3
35762,32,sales/marketing,M,hellboy+2004,3
35762,32,sales/marketing,M,unbreakable+2000,4
35762,32,sales/marketing,M,panic+room+2002,4
35762,32,sales/marketing,M,clerks+1994,5
35762,32,sales/marketing,M,s.f.w.+1994,4
35762,32,sales/marketing,M,requiem+for+a+dream+2000,4
35790,26,tradesman/craftsman,M,running+scared+1986,5
3032,30,scientist,M,due+date+2010,3
3032,30,scientist,M,the+misfits+1961,3
35858,28,college/grad student,M,coyote+ugly+2000,4
35858,28,college/grad student,M,the+fugitive+1993,5
35858,28,college/grad student,M,radio+2003,5
35858,28,college/grad student,M,mystic+river+2003,5
3120,31,other or not specified,F,absolute+power+1997,3
3120,31,other or not specified,F,twister+1996,3
3120,31,other or not specified,F,a+time+to+kill+1996,3
3120,31,other or not specified,F,titanic+1997,5
3120,31,other or not specified,F,scream+1996,4
35892,26,college/grad student,F,blood+night+the+legend+of+mary+hatchet+2009,3
35906,27,scientist,M,a+burning+hot+summer+2011,4
35906,27,scientist,M,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,3
35909,26,college/grad student,M,philadelphia+1993,3
35909,26,college/grad student,M,broken+arrow+1996,2
35909,26,college/grad student,M,ghost+1990,3
35951,29,college/grad student,M,pure+country+1992,3
36039,34,executive/managerial,M,fury+2014,4
3276,42,executive/managerial,M,spy+kids+2001,4
3281,15,self-employed,F,silent+souls+2010,4
3281,15,self-employed,F,revenge+of+the+nerds+1984,4
3281,15,self-employed,F,40+days+and+40+nights+2002,3
3281,15,self-employed,F,mrs.+doubtfire+1993,4
3281,15,self-employed,F,i+still+know+what+you+did+last+summer+1998,2
3281,15,self-employed,F,dazed+and+confused+1993,4
3281,15,self-employed,F,a+time+to+kill+1996,4
3281,15,self-employed,F,o+2001,3
3281,15,self-employed,F,wedding+crashers+2005,4
3281,15,self-employed,F,clerks+1994,5
3283,33,other or not specified,F,time+2006,4
3320,32,sales/marketing,M,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,4
36094,33,scientist,M,cartoon+all-stars+to+the+rescue+1990,3
36108,25,college/grad student,M,star+wars+episode+iii+-+revenge+of+the+sith+2005,4
3383,34,scientist,M,the+wrong+trousers+1993,5
3467,30,college/grad student,M,death+on+the+nile+1978,5
36246,51,retired,F,slap+her...+shes+french+2002,2
3493,27,college/grad student,M,pepi_+luci_+bom+1980,4
3512,29,scientist,M,the+kings+of+mykonos+2010,4
3563,30,homemaker,M,the+shawshank+redemption+1994,4
3563,30,homemaker,M,kiev+frescoes+1966,4
3653,34,college/grad student,M,the+prestige+2006,4
3653,34,college/grad student,M,as+good+as+it+gets+1997,5
3653,34,college/grad student,M,lost+in+translation+2003,4
3653,34,college/grad student,M,matchstick+men+2003,5
3653,34,college/grad student,M,north+by+northwest+1959,4
3653,34,college/grad student,M,the+secret+in+their+eyes+2009,5
3679,27,self-employed,M,the+hunger+games+mockingjay+-+part+1+2014,5
36478,33,executive/managerial,M,the+piano+1993,2
36478,33,executive/managerial,M,the+usual+suspects+1995,5
36478,33,executive/managerial,M,babe+1995,5
36478,33,executive/managerial,M,se7en+1995,5
36478,33,executive/managerial,M,pretty+woman+1990,3
36478,33,executive/managerial,M,legends+of+the+fall+1994,3
36478,33,executive/managerial,M,ace+ventura+pet+detective+1994,3
36478,33,executive/managerial,M,the+silence+of+the+lambs+1991,3
36478,33,executive/managerial,M,ghost+1990,3
36478,33,executive/managerial,M,die+hard+with+a+vengeance+1995,5
36478,33,executive/managerial,M,all+dogs+go+to+heaven+2+1996,5
3754,26,executive/managerial,M,smillas+sense+of+snow+1997,3
3777,32,college/grad student,M,saving+sarah+cain+2007,4
3777,32,college/grad student,M,out+of+sight+1998,4
3777,32,college/grad student,M,pulp+fiction+1994,5
3777,32,college/grad student,M,rocky+1976,4
3777,32,college/grad student,M,schindlers+list+1993,4
3777,32,college/grad student,M,donnie+brasco+1997,5
3840,33,executive/managerial,M,cremaster+5+1997,4
36615,27,tradesman/craftsman,M,snatch+2000,5
36615,27,tradesman/craftsman,M,the+karate+kid_+part+iii+1989,3
36615,27,tradesman/craftsman,M,the+godfather+1972,4
36615,27,tradesman/craftsman,M,the+godfather+part+ii+1974,4
36615,27,tradesman/craftsman,M,bio-dome+1996,4
36615,27,tradesman/craftsman,M,the+bourne+identity+1988,1
36615,27,tradesman/craftsman,M,the+last+airbender+2010,4
36615,27,tradesman/craftsman,M,d2+the+mighty+ducks+1994,4
3854,29,scientist,M,dead+mans+walk+1996,3
36627,37,college/grad student,M,striptease+1996,3
36627,37,college/grad student,M,grumpier+old+men+1995,5
36627,37,college/grad student,M,aladdin+1992,4
36627,37,college/grad student,M,the+bridges+of+madison+county+1995,4
36627,37,college/grad student,M,toy+story+1995,5
36627,37,college/grad student,M,the+jungle+book+1994,4
36650,18,self-employed,M,chappie+2015,3
36650,18,self-employed,M,monty+python+and+the+holy+grail+1975,4
36650,18,self-employed,M,blinky+2011,5
36650,18,self-employed,M,the+meaning+of+life+1983,3
36650,18,self-employed,M,of+mice+and+men+1992,4
36650,18,self-employed,M,the+lord+of+the+rings+the+return+of+the+king+2003,5
36650,18,self-employed,M,contact+1997,4
36650,18,self-employed,M,mission+impossible+ii+2000,3
36650,18,self-employed,M,big+1988,3
36650,18,self-employed,M,the+abyss+1989,4
36650,18,self-employed,M,pinocchio+1940,4
36650,18,self-employed,M,the+kentucky+fried+movie+1977,5
36676,27,writer,M,the+invasion+2007,2
36705,30,college/grad student,M,the+magnificent+one+1973,4
36746,25,college/grad student,F,anchors+aweigh+1945,4
3994,26,college/grad student,M,the+best+of+youth+2003,4
3994,26,college/grad student,M,true+romance+1993,2
3994,26,college/grad student,M,louis+c.k.+hilarious+2010,4
3994,26,college/grad student,M,the+fog+of+war+2003,3
3994,26,college/grad student,M,my+cousin+vinny+1992,2
3994,26,college/grad student,M,forrest+gump+1994,5
4026,27,other or not specified,M,the+good_+the+bad+and+the+ugly+1966,4
4026,27,other or not specified,M,lars+and+the+real+girl+2007,3
4055,8,sales/marketing,M,night+of+the+lepus+1972,5
4069,27,executive/managerial,F,stille+nacht+2004,5
4220,20,college/grad student,M,night+at+the+museum+2006,4
4220,20,college/grad student,M,the+birdcage+1996,3
4220,20,college/grad student,M,erin+brockovich+2000,4
4220,20,college/grad student,M,the+piano+1993,2
4220,20,college/grad student,M,the+day+the+earth+stood+still+1951,4
4220,20,college/grad student,M,2001+a+space+odyssey+1968,2
4220,20,college/grad student,M,saving+private+ryan+1998,3
4220,20,college/grad student,M,6+bullets+2012,4
37023,33,scientist,F,shutter+island+2010,4
4259,34,executive/managerial,M,batman+begins+2005,3
4259,34,executive/managerial,M,harry+potter+and+the+goblet+of+fire+2005,4
37035,26,college/grad student,M,k-pax+2001,2
37035,26,college/grad student,M,planet+of+the+apes+2001,2
37035,26,college/grad student,M,dr.+t+and+the+women+2000,1
37035,26,college/grad student,M,the+princess+bride+1987,5
37035,26,college/grad student,M,u-571+2000,3
37080,26,executive/managerial,M,gattaca+1997,3
37080,26,executive/managerial,M,whos+singin+over+there+1980,4
4386,34,college/grad student,M,star+trek+vi+the+undiscovered+country+1991,2
4386,34,college/grad student,M,pee-wees+big+adventure+1985,1
4386,34,college/grad student,M,the+bridge+on+the+river+kwai+1957,4
4386,34,college/grad student,M,spider-man+2002,3
4386,34,college/grad student,M,spider-man+2+2004,4
4416,28,scientist,M,day+of+wrath+1943,4
37182,27,self-employed,M,the+warriors+1979,4
37182,27,self-employed,M,almost+famous+2000,3
37182,27,self-employed,M,alaska+spirit+of+the+wild+1998,4
37182,27,self-employed,M,a+christmas+carol+1938,4
37182,27,self-employed,M,a+simple+plan+1998,4
37182,27,self-employed,M,one+flew+over+the+cuckoos+nest+1975,5
37182,27,self-employed,M,schindlers+list+1993,5
37197,27,scientist,M,barneys+version+2010,3
37209,28,college/grad student,M,veronica+mars+2014,3
37255,29,sales/marketing,M,pirates+of+the+caribbean+at+worlds+end+2007,3
4500,26,sales/marketing,F,adaptation.+2002,4
4500,26,sales/marketing,F,the+graduate+1967,5
4500,26,sales/marketing,F,duck+soup+1933,4
4500,26,sales/marketing,F,much+ado+about+nothing+1993,4
4500,26,sales/marketing,F,sling+blade+1996,5
4500,26,sales/marketing,F,live+and+let+die+1973,4
37296,34,sales/marketing,M,charlie+chan+at+the+opera+1936,2
37305,29,programmer,M,caddyshack+1980,4
37305,29,programmer,M,airplane+1980,5
37305,29,programmer,M,monty+python+and+the+holy+grail+1975,4
37305,29,programmer,M,superman+1978,4
37305,29,programmer,M,almost+famous+2000,4
37305,29,programmer,M,ghostbusters+1984,4
37305,29,programmer,M,romancing+the+stone+1984,3
37305,29,programmer,M,harry+potter+and+the+deathly+hallows+part+1+2010,5
37310,26,other or not specified,M,pans+labyrinth+2006,5
37361,31,college/grad student,M,sleeping+beauty+1959,4
4666,25,K-12 student,M,sink+the+bismarck+1960,5
4697,32,sales/marketing,F,amlie+2001,4
4697,32,sales/marketing,F,saving+private+ryan+1998,3
4697,32,sales/marketing,F,crouching+tiger_+hidden+dragon+2000,3
4697,32,sales/marketing,F,the+rocky+horror+picture+show+1975,3
4697,32,sales/marketing,F,laura+1944,4
4697,32,sales/marketing,F,dirty+dancing+1987,3
4697,32,sales/marketing,F,the+lodger+a+story+of+the+london+fog+1927,4
4697,32,sales/marketing,F,beavis+and+butt-head+do+america+1996,4
4697,32,sales/marketing,F,jurassic+park+1993,3
4697,32,sales/marketing,F,the+shawshank+redemption+1994,5
4697,32,sales/marketing,F,aladdin+1992,4
4697,32,sales/marketing,F,colonel+chabert+1994,3
37492,29,executive/managerial,M,avatar+2009,4
37492,29,executive/managerial,M,frankenstein+1931,3
37504,26,executive/managerial,M,dawn+of+the+planet+of+the+apes+2014,3
37561,30,executive/managerial,M,apollo+13+1995,3
37561,30,executive/managerial,M,shy+people+1987,4
37571,32,K-12 student,M,star+wars+1977,4
4854,18,homemaker,M,42nd+street+1933,3
37664,32,college/grad student,F,harry+potter+and+the+deathly+hallows+part+1+2010,5
37742,33,college/grad student,M,haunter+2013,3
5053,32,college/grad student,M,louis+c.k.+oh+my+god+2013,5
5053,32,college/grad student,M,coffin+rock+2009,4
37882,19,scientist,M,chicken+run+2000,1
37882,19,scientist,M,the+substitute+1996,2
37882,19,scientist,M,apocalypse+now+1979,2
37882,19,scientist,M,wolf+1994,4
5130,34,sales/marketing,M,i_+robot+2004,2
5130,34,sales/marketing,M,mississippi+burning+1988,3
5130,34,sales/marketing,M,star+wars+the+clone+wars+2008,3
5130,34,sales/marketing,M,monty+python+and+the+holy+grail+1975,2
5130,34,sales/marketing,M,moonrise+kingdom+2012,4
5130,34,sales/marketing,M,snatch+2000,3
5198,28,sales/marketing,M,colonel+chabert+1994,4
5198,28,sales/marketing,M,children+of+heaven+1997,3
38014,32,executive/managerial,M,under+ten+flags+1960,3
38014,32,executive/managerial,M,girl_+interrupted+1999,3
5278,41,executive/managerial,F,the+good_+the+bad+and+the+ugly+1966,5
5282,27,executive/managerial,M,the+fifth+element+1997,4
38073,25,sales/marketing,M,frank+herberts+children+of+dune+2003,3
38087,30,other or not specified,F,i+melt+with+you+2011,4
38087,30,other or not specified,F,the+keeper+2009,4
38095,26,other or not specified,M,treasure+planet+2002,3
38185,75,retired,F,patterns+1956,4
5419,29,college/grad student,M,toy+story+3+2010,5
5502,82,retired,F,the+house+of+small+cubes+2008,4
38320,28,other or not specified,M,dinner+at+eight+1933,4
38356,31,executive/managerial,M,hollywood+between+paranoia+and+sci-fi.+the+power+of+myth+2011,3
5618,28,college/grad student,M,carnage+2011,5
5618,28,college/grad student,M,the+invisible+woman+2013,4
5657,39,self-employed,M,gladiator+2000,4
5658,25,sales/marketing,F,control+2004,3
5682,32,scientist,M,an+ideal+husband+1999,3
38451,25,college/grad student,M,while+you+were+sleeping+1995,3
38451,25,college/grad student,M,the+fugitive+1993,5
38451,25,college/grad student,M,unstrung+heroes+1995,3
38451,25,college/grad student,M,congo+1995,2
38451,25,college/grad student,M,true+lies+1994,3
38451,25,college/grad student,M,antonias+line+1995,4
38451,25,college/grad student,M,leaving+las+vegas+1995,5
5700,30,self-employed,F,the+wolf+of+wall+street+2013,3
5700,30,self-employed,F,life+partners+2014,3
5765,30,self-employed,M,the+big+lebowski+1998,5
5765,30,self-employed,M,mystery+men+1999,4
5765,30,self-employed,M,up+2009,4
5765,30,self-employed,M,bill++teds+excellent+adventure+1989,3
5765,30,self-employed,M,the+lord+of+the+rings+the+two+towers+2002,4
5765,30,self-employed,M,the+nightmare+before+christmas+1993,4
5765,30,self-employed,M,the+dark+knight+2008,4
5765,30,self-employed,M,o+brother_+where+art+thou+2000,4
5765,30,self-employed,M,the+spy+who+loved+me+1977,4
38620,33,sales/marketing,M,harry+potter+and+the+deathly+hallows+part+1+2010,3
5936,32,college/grad student,F,the+waiting+room+2012,4
38711,32,sales/marketing,M,terminator+2+judgment+day+1991,4
38715,34,college/grad student,M,madhouse+2004,3
5951,32,self-employed,M,starting+out+in+the+evening+2007,4
38752,32,college/grad student,M,the+package+1989,3
38752,32,college/grad student,M,groove+2000,4
38754,32,programmer,M,oceans+eleven+2001,4
6014,31,executive/managerial,M,up+2009,4
6014,31,executive/managerial,M,terminator+2+judgment+day+1991,3
6014,31,executive/managerial,M,a+christmas+carol+1938,4
6014,31,executive/managerial,M,hands+on+a+hard+body+the+documentary+1997,3
6014,31,executive/managerial,M,the+princess+bride+1987,3
6014,31,executive/managerial,M,the+adventures+of+robin+hood+1938,5
6046,12,sales/marketing,M,transporter+3+2008,3
38824,10,artist,F,desperado+1995,5
38824,10,artist,F,charlottes+web+1973,3
38824,10,artist,F,romancing+the+stone+1984,4
38824,10,artist,F,ferris+buellers+day+off+1986,4
38824,10,artist,F,u.s.+marshals+1998,3
38824,10,artist,F,the+birdcage+1996,3
38824,10,artist,F,citizen+kane+1941,1
38824,10,artist,F,the+net+1995,4
38824,10,artist,F,sleeping+beauty+1959,5
38824,10,artist,F,the+nightmare+before+christmas+1993,3
38824,10,artist,F,mr.+hollands+opus+1995,3
38824,10,artist,F,back+to+the+future+part+ii+1989,4
38827,34,executive/managerial,F,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,4
38964,32,self-employed,F,baton+rouge+1988,3
38964,32,self-employed,F,back+to+the+future+1985,5
38964,32,self-employed,F,jaws+1975,5
38964,32,self-employed,F,to+wong+foo_+thanks+for+everything+julie+newmar+1995,3
38964,32,self-employed,F,jane+eyre+1996,3
38964,32,self-employed,F,the+princess+bride+1987,4
6268,34,self-employed,M,the+boy+in+the+striped+pyjamas+2008,4
39047,32,sales/marketing,M,monsters_+inc.+2001,4
6370,34,college/grad student,F,pulp+fiction+1994,5
6370,34,college/grad student,F,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,2
6370,34,college/grad student,F,crocodile+dundee+ii+1988,1
6370,34,college/grad student,F,monsters+ball+2001,4
6370,34,college/grad student,F,let+the+right+one+in+2008,5
6370,34,college/grad student,F,titanic+1997,5
6370,34,college/grad student,F,nurse+betty+2000,5
6370,34,college/grad student,F,se7en+1995,4
6370,34,college/grad student,F,shrek+2001,4
39157,25,college/grad student,M,santa+sangre+1989,4
39203,32,college/grad student,F,lock_+stock+and+two+smoking+barrels+1998,4
39203,32,college/grad student,F,death+becomes+her+1992,3
39203,32,college/grad student,F,national+lampoons+christmas+vacation+1989,4
39203,32,college/grad student,F,made+in+america+1993,4
39203,32,college/grad student,F,life+of+brian+1979,5
39203,32,college/grad student,F,evita+1996,3
39203,32,college/grad student,F,pulp+fiction+1994,5
39203,32,college/grad student,F,all+about+my+mother+1999,5
39203,32,college/grad student,F,drop+dead+gorgeous+1999,5
6441,30,technician/engineer,M,men+in+black+ii+2002,4
6443,30,executive/managerial,M,penguins+of+madagascar+2014,3
6453,26,scientist,M,the+legend+of+sarila+2013,5
39225,29,executive/managerial,M,royal+wedding+1951,3
39225,29,executive/managerial,M,overlord+1975,4
6466,20,college/grad student,M,heat+1995,3
6466,20,college/grad student,M,the+cable+guy+1996,2
6466,20,college/grad student,M,the+american+president+1995,3
6466,20,college/grad student,M,spy+hard+1996,2
