user_time,user_id,movie_id,movie_title,year,rating
2024-10-14T15:21:55,186944,ice+age+dawn+of+the+dinosaurs+2009,ice age dawn of the dinosaurs,2009,4
2024-10-14T15:21:56,361316,to+sleep+with+anger+1990,to sleep with anger,1990,3
2024-10-14T15:21:59,482890,holiday+1938,holiday,1938,4
2024-10-14T15:22,70999,carcasses+2009,carcasses,2009,4
2024-10-14T15:22,52170,all+together+2011,all together,2011,3
2024-10-14T15:22:01,320711,unforgiven+1992,unforgiven,1992,4
2024-10-14T15:22:03,81510,casino+royale+2006,casino royale,2006,3
2024-10-14T15:22:03,284672,the+salt+of+the+earth+2014,the salt of the earth,2014,4
2024-10-14T15:22:03,483296,the+land+before+time+vii+the+stone+of+cold+fire+2000,the land before time vii the stone of cold fire,2000,4
2024-10-14T15:22:03,40285,father+sergius+1918,father sergius,1918,3
2024-10-14T15:22:04,278970,george+harrison+living+in+the+material+world+2011,george harrison living in the material world,2011,4
2024-10-14T15:22:07,354210,king+of+the+children+1987,king of the children,1987,4
2024-10-14T15:22:07,53668,the+avengers+2012,the avengers,2012,3
2024-10-14T15:22:09,403,ulysses+1954,ulysses,1954,3
2024-10-14T15:22:09,440930,housesitter+1992,housesitter,1992,3
2024-10-14T15:22:10,438636,fourteen+sucks+2004,fourteen sucks,2004,3
2024-10-14T15:22:11,233033,side+effects+2013,side effects,2013,4
2024-10-14T15:22:11,253325,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-10-14T15:22:12,208342,about+a+boy+2002,about a boy,2002,3
2024-10-14T15:22:12,405098,fine_+totally+fine+2008,fine_ totally fine,2008,4
2024-10-14T15:22:13,250259,zero+effect+1998,zero effect,1998,4
2024-10-14T15:22:13,318290,airplane+1980,airplane,1980,4
2024-10-14T15:22:14,136814,beetlejuice+1988,beetlejuice,1988,4
2024-10-14T15:22:14,239177,any+wednesday+1966,any wednesday,1966,4
2024-10-14T15:22:14,327554,ethel+2012,ethel,2012,3
2024-10-14T15:22:15,411534,from+morn+to+midnight+1920,from morn to midnight,1920,4
2024-10-14T15:22:17,490307,underdogs+2013,underdogs,2013,4
2024-10-14T15:22:17,390322,despicable+me+2+2013,despicable me 2,2013,3
2024-10-14T15:22:18,350632,labyrinth+of+passion+1982,labyrinth of passion,1982,4
2024-10-14T15:22:18,121925,everybodys+fine+2009,everybodys fine,2009,3
2024-10-14T15:22:21,114584,i+was+born_+but...+1932,i was born_ but...,1932,4
2024-10-14T15:22:21,312833,tom+and+jerry+a+nutcracker+tale+2007,tom and jerry a nutcracker tale,2007,3
2024-10-14T15:22:23,113971,welcome+to+the+sticks+2008,welcome to the sticks,2008,5
2024-10-14T15:22:24,370407,x-men+days+of+future+past+2014,x-men days of future past,2014,4
2024-10-14T15:22:25,74712,samurai+i+musashi+miyamoto+1954,samurai i musashi miyamoto,1954,3
2024-10-14T15:22:25,447961,aliens+1986,aliens,1986,3
2024-10-14T15:22:26,13959,28+weeks+later+2007,28 weeks later,2007,4
2024-10-14T15:22:27,385454,my+life+as+a+dog+1985,my life as a dog,1985,4
2024-10-14T15:22:28,124614,lady+and+the+tramp+ii+scamps+adventure+2001,lady and the tramp ii scamps adventure,2001,2
2024-10-14T15:22:28,115734,up+2009,up,2009,5
2024-10-14T15:22:30,93017,its+alive+iii+island+of+the+alive+1987,its alive iii island of the alive,1987,4
2024-10-14T15:22:31,128391,close+encounters+of+the+third+kind+1977,close encounters of the third kind,1977,4
2024-10-14T15:22:33,341593,reparando+2010,reparando,2010,3
2024-10-14T15:22:35,476818,the+fifth+element+1997,the fifth element,1997,4
2024-10-14T15:22:35,8548,touchez+pas+au+grisbi+1954,touchez pas au grisbi,1954,4
2024-10-14T15:22:36,274822,pirates+of+the+caribbean+dead+mans+chest+2006,pirates of the caribbean dead mans chest,2006,4
2024-10-14T15:22:36,211182,the+list+of+adrian+messenger+1963,the list of adrian messenger,1963,4
2024-10-14T15:22:40,544,common+wealth+2000,common wealth,2000,3
2024-10-14T15:22:40,507661,interstellar+2014,interstellar,2014,5
2024-10-14T15:22:43,26963,alice+in+wonderland+1951,alice in wonderland,1951,3
2024-10-14T15:22:44,277594,captain+america+the+first+avenger+2011,captain america the first avenger,2011,3
2024-10-14T15:22:45,78723,the+gruffalos+child+2011,the gruffalos child,2011,3
2024-10-14T15:22:45,419508,the+innocents+1961,the innocents,1961,4
2024-10-14T15:22:45,84930,toy+story+1995,toy story,1995,3
2024-10-14T15:22:46,507034,the+day+the+earth+stood+still+1951,the day the earth stood still,1951,3
2024-10-14T15:22:46,473504,the+imitation+game+2014,the imitation game,2014,5
2024-10-14T15:22:49,236721,the+lion+king+1+2004,the lion king 1,2004,3
2024-10-14T15:22:49,196414,batman+begins+2005,batman begins,2005,4
2024-10-14T15:22:50,402917,dr.+no+1962,dr. no,1962,4
2024-10-14T15:22:50,259987,project+a+ii+1987,project a ii,1987,4
2024-10-14T15:22:51,403361,lianna+1983,lianna,1983,3
2024-10-14T15:22:51,246796,experiment+in+terror+1962,experiment in terror,1962,4
2024-10-14T15:22:52,428230,oceans+eleven+2001,oceans eleven,2001,3
2024-10-14T15:22:52,389022,thor+2011,thor,2011,4
2024-10-14T15:22:53,341910,forbidden+planet+1956,forbidden planet,1956,4
2024-10-14T15:22:53,277699,act+da+fool+2010,act da fool,2010,3
2024-10-14T15:22:55,48642,frozen+2013,frozen,2013,5
2024-10-14T15:22:55,489395,wild+guitar+1962,wild guitar,1962,3
2024-10-14T15:22:56,138511,the+living+and+the+dead+2006,the living and the dead,2006,3
2024-10-14T15:22:57,273553,lone+wolf+and+cub+sword+of+vengeance+1972,lone wolf and cub sword of vengeance,1972,5
2024-10-14T15:23,501414,the+bourne+supremacy+2004,the bourne supremacy,2004,3
2024-10-14T15:23:01,396124,the+black+lapp+2003,the black lapp,2003,3
2024-10-14T15:23:01,489468,the+jungle+book+1967,the jungle book,1967,4
2024-10-14T15:23:02,320051,finding+nemo+2003,finding nemo,2003,4
2024-10-14T15:23:05,19695,bravo+two+zero+1999,bravo two zero,1999,4
2024-10-14T15:23:07,38044,a+most+violent+year+2014,a most violent year,2014,4
2024-10-14T15:23:08,242697,promised+land+2012,promised land,2012,3
2024-10-14T15:23:11,47427,gamera+vs.+barugon+1966,gamera vs. barugon,1966,3
2024-10-14T15:23:11,409358,north+by+northwest+1959,north by northwest,1959,4
2024-10-14T15:23:11,128933,secrets+of+a+soul+1926,secrets of a soul,1926,4
2024-10-14T15:23:12,77608,star+wars+1977,star wars,1977,4
2024-10-14T15:23:14,479991,anna+1994,anna,1994,3
2024-10-14T15:23:15,223659,constantine+2005,constantine,2005,3
2024-10-14T15:23:15,359658,breaking+the+maya+code+2008,breaking the maya code,2008,4
2024-10-14T15:23:15,133110,raiders+of+the+lost+ark+1981,raiders of the lost ark,1981,5
2024-10-14T15:23:15,339300,captive+2004,captive,2004,3
2024-10-14T15:23:15,161298,jerusalem+1996,jerusalem,1996,4
2024-10-14T15:23:15,173411,shrek+2001,shrek,2001,4
2024-10-14T15:23:16,433338,horror+express+1972,horror express,1972,4
2024-10-14T15:23:16,482791,bellamy+2009,bellamy,2009,3
2024-10-14T15:23:19,508067,the+boy+in+the+striped+pyjamas+2008,the boy in the striped pyjamas,2008,5
2024-10-14T15:23:19,213596,million+dollar+baby+2004,million dollar baby,2004,3
2024-10-14T15:23:19,148486,cinderella+2015,cinderella,2015,5
2024-10-14T15:23:19,75042,blood+and+wine+1996,blood and wine,1996,3
2024-10-14T15:23:20,282690,lust+for+life+1956,lust for life,1956,3
2024-10-14T15:23:21,337063,spirited+away+2001,spirited away,2001,5
2024-10-14T15:23:22,37959,the+killing+1956,the killing,1956,3
2024-10-14T15:23:22,388916,constantine+2005,constantine,2005,3
2024-10-14T15:23:22,199122,the+amazing+transparent+man+1960,the amazing transparent man,1960,3
2024-10-14T15:23:22,358957,ju-on+the+grudge+2002,ju-on the grudge,2002,3
2024-10-14T15:23:23,501529,anonymous+2011,anonymous,2011,3
2024-10-14T15:23:23,203503,the+hurt+locker+2008,the hurt locker,2008,4
2024-10-14T15:23:23,500355,dreamboat+1952,dreamboat,1952,4
2024-10-14T15:23:23,189313,mulan+1998,mulan,1998,4
2024-10-14T15:23:26,61361,son+of+rambow+2007,son of rambow,2007,4
2024-10-14T15:23:26,179718,the+400+blows+1959,the 400 blows,1959,4
2024-10-14T15:23:26,73440,terminator+2+judgment+day+1991,terminator 2 judgment day,1991,4
2024-10-14T15:23:28,513935,lovely+molly+2012,lovely molly,2012,5
2024-10-14T15:23:28,170112,time+masters+1982,time masters,1982,4
2024-10-14T15:23:29,346994,star+wars+1977,star wars,1977,5
2024-10-14T15:23:31,356702,the+crucified+lovers+1954,the crucified lovers,1954,4
2024-10-14T15:23:33,134003,jim+jefferies+bare+2014,jim jefferies bare,2014,3
2024-10-14T15:23:35,31602,the+lost+son+1999,the lost son,1999,3
2024-10-14T15:23:36,501088,unfinished+piece+for+mechanical+piano+1977,unfinished piece for mechanical piano,1977,4
2024-10-14T15:23:37,196186,lord+of+the+flies+1963,lord of the flies,1963,4
2024-10-14T15:23:38,353533,maleficent+2014,maleficent,2014,4
2024-10-14T15:23:39,43838,everything+or+nothing+2012,everything or nothing,2012,3
2024-10-14T15:23:39,356322,a+man+for+all+seasons+1966,a man for all seasons,1966,5
2024-10-14T15:23:39,252257,find+me+guilty+2006,find me guilty,2006,3
2024-10-14T15:23:40,293793,holy+motors+2012,holy motors,2012,4
2024-10-14T15:23:40,459110,time+bandits+1981,time bandits,1981,4
2024-10-14T15:23:41,2075,passenger+side+2009,passenger side,2009,4
2024-10-14T15:23:41,138657,ong-bak+the+thai+warrior+2003,ong-bak the thai warrior,2003,4
2024-10-14T15:23:41,449440,the+art+of+getting+by+2011,the art of getting by,2011,4
2024-10-14T15:23:41,228974,uncertainty+2009,uncertainty,2009,3
2024-10-14T15:23:41,98533,dr.+no+1962,dr. no,1962,3
2024-10-14T15:23:42,469953,metallica+a+year+and+a+half+in+the+life+of...+1992,metallica a year and a half in the life of...,1992,4
2024-10-14T15:23:42,159973,an+education+2009,an education,2009,4
2024-10-14T15:23:42,190694,just+cause+1995,just cause,1995,3
2024-10-14T15:23:43,122947,ice+age+2002,ice age,2002,4
2024-10-14T15:23:43,96597,keep+your+distance+2005,keep your distance,2005,4
2024-10-14T15:23:44,312760,lon+chaney+a+thousand+faces+2000,lon chaney a thousand faces,2000,4
2024-10-14T15:23:45,246236,my+neighbor+totoro+1988,my neighbor totoro,1988,5
2024-10-14T15:23:45,45113,wyjcie+awaryjne+1982,wyjcie awaryjne,1982,4
2024-10-14T15:23:46,270454,matador+1986,matador,1986,4
2024-10-14T15:23:49,205948,forrest+gump+1994,forrest gump,1994,4
2024-10-14T15:23:49,423409,fight+club+1999,fight club,1999,4
2024-10-14T15:23:50,331682,miss+violence+2013,miss violence,2013,3
2024-10-14T15:23:50,319262,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,pirates of the caribbean the curse of the black pearl,2003,4
2024-10-14T15:23:51,88091,the+avengers+2012,the avengers,2012,4
2024-10-14T15:23:53,402924,connections+,connections,,4
2024-10-14T15:23:54,31189,true+lies+1994,true lies,1994,3
2024-10-14T15:23:54,29720,the+last+outpost+1951,the last outpost,1951,3
2024-10-14T15:23:56,442177,the+wind+that+shakes+the+barley+2006,the wind that shakes the barley,2006,4
2024-10-14T15:23:59,100408,the+sign+of+the+cross+1932,the sign of the cross,1932,4
2024-10-14T15:23:59,180223,raiders+of+the+lost+ark+1981,raiders of the lost ark,1981,5
2024-10-14T15:24:01,95720,the+object+of+my+affection+1998,the object of my affection,1998,3
2024-10-14T15:24:01,68336,the+balloonatic+1923,the balloonatic,1923,5
2024-10-14T15:24:03,108174,santa+claus+is+a+stinker+1982,santa claus is a stinker,1982,4
2024-10-14T15:24:04,316976,up+2009,up,2009,5
2024-10-14T15:24:06,473021,the+lion+king+1994,the lion king,1994,4
2024-10-14T15:24:06,34706,spirited+away+2001,spirited away,2001,4
2024-10-14T15:24:07,139477,the+great+lie+1941,the great lie,1941,3
2024-10-14T15:24:07,313368,ghosts...+of+the+civil+dead+1989,ghosts... of the civil dead,1989,3
2024-10-14T15:24:07,188646,the+man+who+shot+liberty+valance+1962,the man who shot liberty valance,1962,4
2024-10-14T15:24:08,435331,casino+royale+2006,casino royale,2006,4
2024-10-14T15:24:09,28068,deadline+-+u.s.a.+1952,deadline - u.s.a.,1952,4
2024-10-14T15:24:10,352637,the+umbrellas+of+cherbourg+1964,the umbrellas of cherbourg,1964,3
2024-10-14T15:24:11,443540,tale+of+tales+1979,tale of tales,1979,2
2024-10-14T15:24:11,43510,the+haunting+of+molly+hartley+2008,the haunting of molly hartley,2008,3
2024-10-14T15:24:13,429359,2am+the+smiling+man+2013,2am the smiling man,2013,3
2024-10-14T15:24:13,161094,ghost+dog+the+way+of+the+samurai+1999,ghost dog the way of the samurai,1999,3
2024-10-14T15:24:14,16556,the+double+2011,the double,2011,4
2024-10-14T15:24:14,50018,i+was+montys+double+1958,i was montys double,1958,4
2024-10-14T15:24:15,190633,what+happens+in+vegas+2008,what happens in vegas,2008,4
2024-10-14T15:24:15,1136,nobody+knows+anything+2003,nobody knows anything,2003,4
2024-10-14T15:24:15,158911,the+forger+2011,the forger,2011,3
2024-10-14T15:24:16,62988,imagine+that+2009,imagine that,2009,3
2024-10-14T15:24:17,448754,the+gods+must+be+crazy+1980,the gods must be crazy,1980,3
2024-10-14T15:24:17,40653,the+first+movie+2009,the first movie,2009,3
2024-10-14T15:24:17,484581,mission+to+mars+2000,mission to mars,2000,2
2024-10-14T15:24:17,37921,reds+1981,reds,1981,3
2024-10-14T15:24:22,472854,omen+iv+the+awakening+1991,omen iv the awakening,1991,4
2024-10-14T15:24:23,47718,the+shawshank+redemption+1994,the shawshank redemption,1994,4
2024-10-14T15:24:24,318262,a+tale+of+two+sisters+2003,a tale of two sisters,2003,4
2024-10-14T15:24:25,304408,the+incredibly+strange+creatures+who+stopped+living+and+became+mixed-up+zombies+1964,the incredibly strange creatures who stopped living and became mixed-up zombies,1964,4
2024-10-14T15:24:26,357493,guardians+of+the+galaxy+2014,guardians of the galaxy,2014,5
2024-10-14T15:24:26,444804,shutter+island+2010,shutter island,2010,4
2024-10-14T15:24:27,472262,after+the+sunset+2004,after the sunset,2004,5
2024-10-14T15:24:30,321100,day+and+night+2004,day and night,2004,3
2024-10-14T15:24:30,244450,all+the+right+moves+1983,all the right moves,1983,3
2024-10-14T15:24:30,37419,the+mill+and+the+cross+2011,the mill and the cross,2011,4
2024-10-14T15:24:31,80662,the+wall+2012,the wall,2012,4
2024-10-14T15:24:31,426307,after+the+rain+1999,after the rain,1999,3
2024-10-14T15:24:31,135613,hello+how+are+you+2010,hello how are you,2010,4
2024-10-14T15:24:32,460779,mickey_+donald_+goofy+the+three+musketeers+2004,mickey_ donald_ goofy the three musketeers,2004,4
2024-10-14T15:24:33,491006,terminator+salvation+2009,terminator salvation,2009,3
2024-10-14T15:24:34,423268,avatar+2009,avatar,2009,4
2024-10-14T15:24:36,236944,geronimo+an+american+legend+1993,geronimo an american legend,1993,4
2024-10-14T15:24:37,108959,cornelis+2010,cornelis,2010,3
2024-10-14T15:24:38,114907,harmontown+2014,harmontown,2014,5
2024-10-14T15:24:38,247900,monty+python+and+the+holy+grail+1975,monty python and the holy grail,1975,5
2024-10-14T15:24:38,450658,great+balls+of+fire+1989,great balls of fire,1989,3
2024-10-14T15:24:40,10062,private+property+2006,private property,2006,3
2024-10-14T15:24:40,100484,from+russia+with+love+1963,from russia with love,1963,5
2024-10-14T15:24:40,253665,13+fighting+men+1960,13 fighting men,1960,4
2024-10-14T15:24:41,17691,dumbo+1941,dumbo,1941,3
2024-10-14T15:24:42,313064,unfinished+piece+for+mechanical+piano+1977,unfinished piece for mechanical piano,1977,4
2024-10-14T15:24:44,204505,the+lady+eve+1941,the lady eve,1941,4
2024-10-14T15:24:45,114093,the+bourne+ultimatum+2007,the bourne ultimatum,2007,4
2024-10-14T15:24:45,170686,se7en+1995,se7en,1995,5
2024-10-14T15:24:45,125271,ponyo+2008,ponyo,2008,5
2024-10-14T15:24:46,15994,24+hour+party+people+2002,24 hour party people,2002,3
2024-10-14T15:24:46,506862,innerspace+1987,innerspace,1987,2
2024-10-14T15:24:48,270442,grotesque+1988,grotesque,1988,3
2024-10-14T15:24:49,263099,gandhi+1982,gandhi,1982,5
2024-10-14T15:24:51,453618,chappie+2015,chappie,2015,4
2024-10-14T15:24:53,328615,patton+oswalt+my+weakness+is+strong+2009,patton oswalt my weakness is strong,2009,3
2024-10-14T15:24:55,105829,madeleine+1950,madeleine,1950,4
2024-10-14T15:24:55,516675,joe++belle+2011,joe  belle,2011,5
2024-10-14T15:24:55,488740,last+passenger+2013,last passenger,2013,4
2024-10-14T15:24:56,446517,the+pirate+bay+away+from+keyboard+2013,the pirate bay away from keyboard,2013,4
2024-10-14T15:24:57,194139,advantageous+2015,advantageous,2015,3
2024-10-14T15:24:57,421845,il+mare+2000,il mare,2000,5
2024-10-14T15:24:58,350805,castles+in+the+sky+2014,castles in the sky,2014,3
2024-10-14T15:24:58,226038,country+life+1994,country life,1994,3
2024-10-14T15:25,357733,the+war+room+1993,the war room,1993,4
2024-10-14T15:25,286808,sky+west+and+crooked+1965,sky west and crooked,1965,3
2024-10-14T15:25,335796,forbidden+planet+1956,forbidden planet,1956,4
2024-10-14T15:25,362064,kinky+boots+2005,kinky boots,2005,3
2024-10-14T15:25:01,143037,the+small+town+1997,the small town,1997,3
2024-10-14T15:25:01,248443,ernest++celestine+2012,ernest  celestine,2012,4
2024-10-14T15:25:02,490544,the+misadventures+of+margaret+1998,the misadventures of margaret,1998,4
2024-10-14T15:25:06,84267,predator+1987,predator,1987,3
2024-10-14T15:25:06,122335,the+great+escape+1963,the great escape,1963,5
2024-10-14T15:25:07,471833,the+shawshank+redemption+1994,the shawshank redemption,1994,5
2024-10-14T15:25:09,51237,monte+carlo+2011,monte carlo,2011,4
2024-10-14T15:25:09,136445,the+adventures+of+mary-kate++ashley+the+case+of+the+christmas+caper+1995,the adventures of mary-kate  ashley the case of the christmas caper,1995,3
2024-10-14T15:25:10,518075,deep+blue+sea+1999,deep blue sea,1999,2
2024-10-14T15:25:12,30966,nom+de+code++rose+2012,nom de code  rose,2012,3
2024-10-14T15:25:14,393962,julius+caesar+2002,julius caesar,2002,3
2024-10-14T15:25:15,288747,the+dark+knight+2008,the dark knight,2008,4
2024-10-14T15:25:16,46186,luster+2010,luster,2010,2
2024-10-14T15:25:16,35501,uprising+2001,uprising,2001,4
2024-10-14T15:25:17,86244,se7en+1995,se7en,1995,3
2024-10-14T15:25:18,277890,birdy+1984,birdy,1984,5
2024-10-14T15:25:20,85965,the+dark+knight+rises+2012,the dark knight rises,2012,4
2024-10-14T15:25:20,112938,high+fidelity+2000,high fidelity,2000,4
2024-10-14T15:25:21,35599,the+lord+of+the+rings+the+two+towers+2002,the lord of the rings the two towers,2002,4
2024-10-14T15:25:21,301979,ace+in+the+hole+1951,ace in the hole,1951,5
2024-10-14T15:25:22,273277,big+hero+6+2014,big hero 6,2014,4
2024-10-14T15:25:23,489551,star+trek+iv+the+voyage+home+1986,star trek iv the voyage home,1986,4
2024-10-14T15:25:24,379850,chocolat+2000,chocolat,2000,5
2024-10-14T15:25:25,97751,sexmission+1984,sexmission,1984,3
2024-10-14T15:25:27,225114,se7en+1995,se7en,1995,5
2024-10-14T15:25:27,320813,rock+school+2005,rock school,2005,4
2024-10-14T15:25:29,55567,the+children+of+huang+shi+2008,the children of huang shi,2008,4
2024-10-14T15:25:29,427440,seven+samurai+1954,seven samurai,1954,4
2024-10-14T15:25:29,25162,firelight+1997,firelight,1997,4
2024-10-14T15:25:30,27449,oceans+eleven+2001,oceans eleven,2001,4
2024-10-14T15:25:30,387526,imax+mummies+secrets+of+the+pharohs+2007,imax mummies secrets of the pharohs,2007,4
2024-10-14T15:25:31,103692,the+matrix+1999,the matrix,1999,5
2024-10-14T15:25:31,207463,the+dot+and+the+line+a+romance+in+lower+mathematics+1965,the dot and the line a romance in lower mathematics,1965,4
2024-10-14T15:25:31,47706,sicko+2007,sicko,2007,4
2024-10-14T15:25:32,443838,alpha+and+omega+2010,alpha and omega,2010,2
2024-10-14T15:25:32,261888,the+lone+wolf+spy+hunt+1939,the lone wolf spy hunt,1939,3
2024-10-14T15:25:33,262750,half+of+a+yellow+sun+2014,half of a yellow sun,2014,3
2024-10-14T15:25:33,17890,the+magical+legend+of+the+leprechauns+1999,the magical legend of the leprechauns,1999,4
2024-10-14T15:25:34,4290,fight+club+1999,fight club,1999,5
2024-10-14T15:25:37,499267,think+like+a+man+2012,think like a man,2012,2
2024-10-14T15:25:37,504330,evil+2003,evil,2003,4
2024-10-14T15:25:37,511268,the+man+who+knew+too+much+1956,the man who knew too much,1956,4
2024-10-14T15:25:38,380170,starship+troopers+1997,starship troopers,1997,4
2024-10-14T15:25:38,205954,charlie+and+the+chocolate+factory+2005,charlie and the chocolate factory,2005,4
2024-10-14T15:25:43,206590,the+silences+of+the+palace+1994,the silences of the palace,1994,4
2024-10-14T15:25:45,839,the+incredible+hulk+2008,the incredible hulk,2008,5
2024-10-14T15:25:45,250680,afterwards+2008,afterwards,2008,4
2024-10-14T15:25:45,483016,the+amazing+dr.+clitterhouse+1938,the amazing dr. clitterhouse,1938,3
2024-10-14T15:25:46,109596,the+errand+boy+1961,the errand boy,1961,3
2024-10-14T15:25:46,87643,dolphin+tale+2+2014,dolphin tale 2,2014,3
2024-10-14T15:25:46,359110,the+killer+1989,the killer,1989,4
2024-10-14T15:25:46,295799,glory+1989,glory,1989,3
2024-10-14T15:25:47,491225,mr.+motos+gamble+1938,mr. motos gamble,1938,4
2024-10-14T15:25:49,133299,dr.+moreaus+house+of+pain+2004,dr. moreaus house of pain,2004,4
